task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
321	4d/8ac3e2	3137927	fnirs_concatenating_processor	[EV_002_xdf3_log_tddr_lin_filt_epochs_hbc1.parquet, EV_002_xdf3_log_tddr_lin_filt_epochs_hbc2.parquet, EV_002_xdf3_log_tddr_lin_filt_epochs_hbc3.parquet]	fnirs_concatenating_processor ([EV_002_xdf3_log_tddr_lin_filt_epochs_hbc1.parquet, EV_002_xdf3_log_tddr_lin_filt_epochs_hbc2.parquet, EV_002_xdf3_log_tddr_lin_filt_epochs_hbc3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:18.402	2026-02-04 11:44:18.555	2026-02-04 11:44:19.526	1.1s	507ms	-	67.0%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	6.4 KB	947	51	0	16 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4d/8ac3e2d385d8858b5b028b4f02ed92	-
322	f7/031ec9	3138041	hrv_relative_analyzer	EV_003_hrv_concat.parquet	hrv_relative_analyzer (EV_003_hrv_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:18.606	2026-02-04 11:44:18.756	2026-02-04 11:44:19.681	1.1s	524ms	-	75.4%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.5 MB	5.4 KB	960	57	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/f7/031ec9b057a5dd8a084ec595498ba5	-
324	cb/b32212	3138325	hrv_concatenating_processor	[EV_008_xdf4_extr2_filt_peaks_epochs_hrv1.parquet, EV_008_xdf4_extr2_filt_peaks_epochs_hrv2.parquet, EV_008_xdf4_extr2_filt_peaks_epochs_hrv3.parquet]	hrv_concatenating_processor ([EV_008_xdf4_extr2_filt_peaks_epochs_hrv1.parquet, EV_008_xdf4_extr2_filt_peaks_epochs_hrv2.parquet, EV_008_xdf4_extr2_filt_peaks_epochs_hrv3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:19.016	2026-02-04 11:44:19.154	2026-02-04 11:44:19.899	883ms	473ms	-	76.6%	0.1%	26.9 MB	219.5 MB	26.9 MB	281.8 MB	6.5 MB	6.4 KB	947	51	0	8 KB	15	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/cb/b3221222c1f9d0e5aba0d99b98bef6	-
325	f9/cbd01a	3138579	eda_concatenating_processor	[EV_008_xdf4_extr1_filt_epochs_eda1.parquet, EV_008_xdf4_extr1_filt_epochs_eda2.parquet, EV_008_xdf4_extr1_filt_epochs_eda3.parquet]	eda_concatenating_processor ([EV_008_xdf4_extr1_filt_epochs_eda1.parquet, EV_008_xdf4_extr1_filt_epochs_eda2.parquet, EV_008_xdf4_extr1_filt_epochs_eda3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:19.339	2026-02-04 11:44:19.502	2026-02-04 11:44:20.328	989ms	413ms	-	64.7%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	6.8 KB	947	63	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/f9/cbd01a671e1aa50a90107cd9a660af	-
326	11/8c2a10	3138780	hrv_relative_analyzer	EV_004_hrv_concat.parquet	hrv_relative_analyzer (EV_004_hrv_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:19.707	2026-02-04 11:44:19.882	2026-02-04 11:44:20.692	985ms	495ms	-	56.5%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	5.4 KB	960	55	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/11/8c2a10344b723c6d9aa60f8866068c	-
328	d3/f11b98	3138902	fnirs_asym3_analyzer	EV_008_xdf3_log_tddr_lin_filt_epochs_hbc3.parquet	fnirs_asym3_analyzer (EV_008_xdf3_log_tddr_lin_filt_epochs_hbc3.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:19.872	2026-02-04 11:44:20.001	2026-02-04 11:44:20.918	1s	516ms	-	266.0%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	8.6 MB	4.6 KB	1098	37	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d3/f11b9812490b085783c4a96bb8894c	-
329	1c/ae44af	3139128	fnirs_asym1_analyzer	EV_008_xdf3_log_tddr_lin_filt_epochs_hbc1.parquet	fnirs_asym1_analyzer (EV_008_xdf3_log_tddr_lin_filt_epochs_hbc1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:20.131	2026-02-04 11:44:20.301	2026-02-04 11:44:21.211	1.1s	534ms	-	274.4%	0.1%	28.9 MB	225.4 MB	28.9 MB	287.9 MB	8.6 MB	4.7 KB	1098	37	0	8 KB	18	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/1c/ae44afa64fab97b440fbff6da78c85	-
323	62/d39395	3138206	hrv_plotter	EV_003_hrv_concat.parquet	hrv_plotter (EV_003_hrv_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:18.871	2026-02-04 11:44:18.971	2026-02-04 11:44:21.298	2.4s	1.9s	-	128.1%	0.4%	124.2 MB	3.8 GB	124.2 MB	3.8 GB	26.4 MB	39.1 KB	3581	64	436 KB	52 KB	41	21	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/62/d3939540537934a3ab14383ea3bb7e	-
327	bb/d086e0	3138644	hrv_plotter	EV_004_hrv_concat.parquet	hrv_plotter (EV_004_hrv_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:19.562	2026-02-04 11:44:19.627	2026-02-04 11:44:21.637	2.1s	1.7s	-	124.9%	0.4%	132.9 MB	3.8 GB	132.9 MB	3.8 GB	26.2 MB	40.3 KB	3521	64	0	52 KB	49	41	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/bb/d086e03c2ddcdf52ef6a779b5f2271	-
330	de/f24d9b	3139458	fnirs_concatenating_processor	[EV_008_xdf3_log_tddr_lin_filt_epochs_hbc1.parquet, EV_008_xdf3_log_tddr_lin_filt_epochs_hbc2.parquet, EV_008_xdf3_log_tddr_lin_filt_epochs_hbc3.parquet]	fnirs_concatenating_processor ([EV_008_xdf3_log_tddr_lin_filt_epochs_hbc1.parquet, EV_008_xdf3_log_tddr_lin_filt_epochs_hbc2.parquet, EV_008_xdf3_log_tddr_lin_filt_epochs_hbc3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:20.525	2026-02-04 11:44:20.792	2026-02-04 11:44:21.663	1.1s	516ms	-	57.3%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	6.5 KB	949	63	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/de/f24d9b0dbc91b9a09d1195caa76550	-
331	c5/3bfbc7	3139693	fnirs_asym2_analyzer	EV_008_xdf3_log_tddr_lin_filt_epochs_hbc2.parquet	fnirs_asym2_analyzer (EV_008_xdf3_log_tddr_lin_filt_epochs_hbc2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:20.918	2026-02-04 11:44:21.118	2026-02-04 11:44:21.974	1.1s	429ms	-	315.0%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	8.6 MB	4.7 KB	1097	37	0	20 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c5/3bfbc71ebb9404748540e8d4a6531a	-
332	cc/007469	3139844	eda_relative_analyzer	EV_003_eda_concat.parquet	eda_relative_analyzer (EV_003_eda_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:21.165	2026-02-04 11:44:21.399	2026-02-04 11:44:22.041	876ms	332ms	-	61.1%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	5.7 KB	961	61	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/cc/00746978ab98dd70ff136e2bd0b1f6	-
334	ea/7267bb	3140134	fnirs_relative_analyzer	EV_003_hbc_concat.parquet	fnirs_relative_analyzer (EV_003_hbc_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:21.636	2026-02-04 11:44:21.764	2026-02-04 11:44:22.499	863ms	354ms	-	61.1%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	5.4 KB	959	57	0	8 KB	10	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/ea/7267bb3968cc4e498c01ccd5ac061e	-
353	16/1de497	3140511	fnirs_relative_analyzer	EV_002_hbc_concat.parquet	fnirs_relative_analyzer (EV_002_hbc_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:22.209	2026-02-04 11:44:22.341	2026-02-04 11:44:43.416	21.2s	423ms	-	68.4%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	5.4 KB	962	64	0	8 KB	11	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/16/1de4970918cb02607bdd96ddb50bbf	-
335	c6/d69a90	3141045	fnirs_plotter	EV_003_hbc_concat.parquet	fnirs_plotter (EV_003_hbc_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:22.713	2026-02-04 11:44:43.416	2026-02-04 11:44:43.417	20.7s	2s	-	131.5%	0.4%	124.5 MB	3.8 GB	124.5 MB	3.8 GB	26.7 MB	39.2 KB	3655	64	0	72 KB	43	65	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c6/d69a9072d3b40fb08b0218cd7bba03	-
351	05/67294c	3140243	hrv_concatenating_processor	[EV_002_xdf4_extr2_filt_peaks_epochs_hrv1.parquet, EV_002_xdf4_extr2_filt_peaks_epochs_hrv2.parquet, EV_002_xdf4_extr2_filt_peaks_epochs_hrv3.parquet]	hrv_concatenating_processor ([EV_002_xdf4_extr2_filt_peaks_epochs_hrv1.parquet, EV_002_xdf4_extr2_filt_peaks_epochs_hrv2.parquet, EV_002_xdf4_extr2_filt_peaks_epochs_hrv3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:21.752	2026-02-04 11:44:21.864	2026-02-04 11:44:22.775	1s	409ms	-	61.2%	0.1%	28.6 MB	225 MB	28.6 MB	287.3 MB	6.5 MB	6.4 KB	948	52	0	8 KB	19	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/05/67294c4fb27d24da390dde9336242f	-
354	4c/836d70	3140776	fnirs_plotter	EV_002_hbc_concat.parquet	fnirs_plotter (EV_002_hbc_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:22.399	2026-02-04 11:44:22.599	2026-02-04 11:44:43.416	21s	1.6s	-	146.8%	0.4%	132.1 MB	3.8 GB	132.1 MB	3.8 GB	26.5 MB	38.1 KB	3613	65	0	52 KB	78	44	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4c/836d70beaa5e3ba7c9843761f1d95a	-
352	7a/a36613	3140344	fnirs_asym_concatenating_processor	[EV_002_xdf3_log_tddr_lin_filt_epochs_hbc1_fnirs_fai.parquet, EV_002_xdf3_log_tddr_lin_filt_epochs_hbc2_fnirs_fai.parquet, EV_002_xdf3_log_tddr_lin_filt_epochs_hbc3_hbc_fai.parquet]	fnirs_asym_concatenating_processor ([EV_002_xdf3_log_tddr_lin_filt_epochs_hbc1_fnirs_fai.parquet, EV_002_xdf3_log_tddr_lin_filt_epochs_hbc2_fnirs_fai.parquet, EV_002_xdf3_log_tddr_lin_filt_epochs_hbc3_hbc_fai.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:21.974	2026-02-04 11:44:22.141	2026-02-04 11:44:43.415	21.4s	396ms	-	68.2%	0.1%	28.5 MB	225 MB	28.5 MB	287.3 MB	6.5 MB	6.3 KB	947	61	0	8 KB	16	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/7a/a366131eb3b25f42d162665b383592	-
333	15/172789	3140013	eda_plotter	EV_003_eda_concat.parquet	eda_plotter (EV_003_eda_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:21.431	2026-02-04 11:44:21.603	2026-02-04 11:44:43.417	22s	1.5s	-	150.4%	0.4%	133.6 MB	3.8 GB	133.6 MB	3.8 GB	26.9 MB	41.7 KB	3698	64	0	52 KB	74	29	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/15/172789780a1412d1aed79905ebe9a3	-
336	46/dcadd0	3141823	fnirs_asym_concatenating_processor	[EV_004_xdf1_log_tddr_lin_filt_epochs_hbc1_fnirs_fai.parquet, EV_004_xdf1_log_tddr_lin_filt_epochs_hbc2_fnirs_fai.parquet, EV_004_xdf1_log_tddr_lin_filt_epochs_hbc3_hbc_fai.parquet]	fnirs_asym_concatenating_processor ([EV_004_xdf1_log_tddr_lin_filt_epochs_hbc1_fnirs_fai.parquet, EV_004_xdf1_log_tddr_lin_filt_epochs_hbc2_fnirs_fai.parquet, EV_004_xdf1_log_tddr_lin_filt_epochs_hbc3_hbc_fai.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:43.514	2026-02-04 11:44:43.617	2026-02-04 11:44:44.386	872ms	428ms	-	60.7%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	6.3 KB	946	58	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/46/dcadd0d8c5f0ffda970326cc8e0659	-
337	cf/96baf3	3141840	fnirs_relative_analyzer	EV_004_hbc_concat.parquet	fnirs_relative_analyzer (EV_004_hbc_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:43.655	2026-02-04 11:44:43.717	2026-02-04 11:44:44.474	819ms	410ms	-	52.7%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.5 MB	5.4 KB	964	60	0	8 KB	11	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/cf/96baf3238666930a53c3828ad391aa	-
339	f0/ebfea4	3142066	eda_relative_analyzer	EV_004_eda_concat.parquet	eda_relative_analyzer (EV_004_eda_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:43.988	2026-02-04 11:44:44.119	2026-02-04 11:44:44.946	958ms	473ms	-	46.2%	0.1%	26.9 MB	219.5 MB	26.9 MB	281.8 MB	6.5 MB	5.7 KB	960	55	0	12 KB	15	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/f0/ebfea4ad61a80115089b2a19aa725a	-
341	3c/8bac87	3142299	fnirs_asym_concatenating_processor	[EV_003_xdf2_log_tddr_lin_filt_epochs_hbc1_fnirs_fai.parquet, EV_003_xdf2_log_tddr_lin_filt_epochs_hbc2_fnirs_fai.parquet, EV_003_xdf2_log_tddr_lin_filt_epochs_hbc3_hbc_fai.parquet]	fnirs_asym_concatenating_processor ([EV_003_xdf2_log_tddr_lin_filt_epochs_hbc1_fnirs_fai.parquet, EV_003_xdf2_log_tddr_lin_filt_epochs_hbc2_fnirs_fai.parquet, EV_003_xdf2_log_tddr_lin_filt_epochs_hbc3_hbc_fai.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:44.346	2026-02-04 11:44:44.474	2026-02-04 11:44:45.276	930ms	423ms	-	58.6%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	6.3 KB	947	61	0	8 KB	11	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/3c/8bac877b60181c8de819f5f59e1bf8	-
342	69/38c8ac	3142510	eda_relative_analyzer	EV_002_eda_concat.parquet	eda_relative_analyzer (EV_002_eda_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:44.716	2026-02-04 11:44:44.778	2026-02-04 11:44:45.567	851ms	449ms	-	48.5%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	5.7 KB	961	57	0	8 KB	11	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/69/38c8ac0464a2876d7a42e3c3867c22	-
338	44/cd0190	3141963	fnirs_plotter	EV_004_hbc_concat.parquet	fnirs_plotter (EV_004_hbc_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:43.840	2026-02-04 11:44:44.018	2026-02-04 11:44:46.066	2.2s	1.6s	-	144.2%	0.4%	132.6 MB	3.8 GB	132.6 MB	3.8 GB	26.6 MB	39.1 KB	3632	66	0	52 KB	68	31	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/44/cd0190261151d020dafaf441c52dae	-
340	08/193960	3142161	eda_plotter	EV_004_eda_concat.parquet	eda_plotter (EV_004_eda_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:44.195	2026-02-04 11:44:44.320	2026-02-04 11:44:46.178	2s	1.5s	-	141.9%	0.4%	133.1 MB	3.8 GB	133.1 MB	3.8 GB	27 MB	41.8 KB	3723	64	0	76 KB	59	23	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/08/19396093df9f8ecf13b63339fb1f02	-
344	0a/0c7f05	3142866	fnirs_asym3_analyzer	EV_007_xdf1_log_tddr_lin_filt_epochs_hbc3.parquet	fnirs_asym3_analyzer (EV_007_xdf1_log_tddr_lin_filt_epochs_hbc3.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:45.150	2026-02-04 11:44:45.252	2026-02-04 11:44:46.179	1s	479ms	-	305.8%	0.0%	16 MB	32.1 MB	16 MB	32.2 MB	8.6 MB	4.6 KB	1101	37	0	8 KB	19	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/0a/0c7f054b41981010060f52be32d784	-
345	a8/ef1d1b	3143186	fnirs_asym2_analyzer	EV_007_xdf1_log_tddr_lin_filt_epochs_hbc2.parquet	fnirs_asym2_analyzer (EV_007_xdf1_log_tddr_lin_filt_epochs_hbc2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:45.529	2026-02-04 11:44:45.670	2026-02-04 11:44:46.512	983ms	517ms	-	280.4%	0.0%	15.2 MB	31.9 MB	15.2 MB	31.9 MB	8.6 MB	4.7 KB	1098	39	0	8 KB	17	3	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a8/ef1d1b8aa593ed177528e7084cc6e8	-
343	64/6de6a4	3142453	eda_plotter	EV_002_eda_concat.parquet	eda_plotter (EV_002_eda_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:44.585	2026-02-04 11:44:44.777	2026-02-04 11:44:46.573	2s	1.6s	-	131.6%	0.4%	132.9 MB	3.8 GB	132.9 MB	3.8 GB	27.1 MB	44.4 KB	3762	65	0	52 KB	64	22	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/64/6de6a4d9ea716717d7cabd20a03b0b	-
346	9c/e63fcd	3143296	fnirs_asym1_analyzer	EV_007_xdf1_log_tddr_lin_filt_epochs_hbc1.parquet	fnirs_asym1_analyzer (EV_007_xdf1_log_tddr_lin_filt_epochs_hbc1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:45.753	2026-02-04 11:44:45.871	2026-02-04 11:44:46.752	999ms	442ms	-	325.5%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	8.6 MB	4.7 KB	1098	37	0	8 KB	8	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/9c/e63fcda029f03b9b7a756fbf324caa	-
347	4a/b4af1a	3143692	fnirs_concatenating_processor	[EV_007_xdf1_log_tddr_lin_filt_epochs_hbc1.parquet, EV_007_xdf1_log_tddr_lin_filt_epochs_hbc2.parquet, EV_007_xdf1_log_tddr_lin_filt_epochs_hbc3.parquet]	fnirs_concatenating_processor ([EV_007_xdf1_log_tddr_lin_filt_epochs_hbc1.parquet, EV_007_xdf1_log_tddr_lin_filt_epochs_hbc2.parquet, EV_007_xdf1_log_tddr_lin_filt_epochs_hbc3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:46.262	2026-02-04 11:44:46.378	2026-02-04 11:44:47.105	843ms	343ms	-	65.7%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	6.5 MB	6.4 KB	947	56	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4a/b4af1ad3870d9cdfcc1b65e8bc2b50	-
348	fe/6e4032	3143768	hrv_concatenating_processor	[EV_007_xdf4_extr2_filt_peaks_epochs_hrv1.parquet, EV_007_xdf4_extr2_filt_peaks_epochs_hrv2.parquet, EV_007_xdf4_extr2_filt_peaks_epochs_hrv3.parquet]	hrv_concatenating_processor ([EV_007_xdf4_extr2_filt_peaks_epochs_hrv1.parquet, EV_007_xdf4_extr2_filt_peaks_epochs_hrv2.parquet, EV_007_xdf4_extr2_filt_peaks_epochs_hrv3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:46.363	2026-02-04 11:44:46.478	2026-02-04 11:44:47.367	1s	432ms	-	52.2%	0.1%	27.9 MB	219.9 MB	27.9 MB	281.8 MB	6.5 MB	6.4 KB	947	51	0	8 KB	15	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/fe/6e40329cc98a836a6e4ea7411d32c2	-
349	d3/90c543	3143870	eda_concatenating_processor	[EV_007_xdf4_extr1_filt_epochs_eda1.parquet, EV_007_xdf4_extr1_filt_epochs_eda2.parquet, EV_007_xdf4_extr1_filt_epochs_eda3.parquet]	eda_concatenating_processor ([EV_007_xdf4_extr1_filt_epochs_eda1.parquet, EV_007_xdf4_extr1_filt_epochs_eda2.parquet, EV_007_xdf4_extr1_filt_epochs_eda3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:46.511	2026-02-04 11:44:46.673	2026-02-04 11:44:47.504	993ms	417ms	-	49.2%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	6.7 KB	947	51	0	24 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d3/90c543e38fbe09f113d04f9215e249	-
356	76/ccc4be	3144274	hrv_relative_analyzer	EV_008_hrv_concat.parquet	hrv_relative_analyzer (EV_008_hrv_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:46.934	2026-02-04 11:44:47.054	2026-02-04 11:44:47.958	1s	500ms	-	58.7%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	5.4 KB	958	58	0	8 KB	8	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/76/ccc4beda48187752bd445c0288ca4f	-
358	06/0b7e82	3144474	eda_relative_analyzer	EV_008_eda_concat.parquet	eda_relative_analyzer (EV_008_eda_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:47.313	2026-02-04 11:44:47.467	2026-02-04 11:44:48.244	931ms	446ms	-	52.9%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.5 MB	5.7 KB	960	55	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/06/0b7e824cb2629ada071bf6fa6f74da	-
355	42/c36168	3144070	hrv_rel_plotter	EV_003_hrv_concat_rel.parquet	hrv_rel_plotter (EV_003_hrv_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:46.720	2026-02-04 11:44:46.853	2026-02-04 11:44:48.595	1.9s	1.4s	-	159.4%	0.4%	133.1 MB	3.8 GB	133.1 MB	3.8 GB	27 MB	41.4 KB	3726	64	0	52 KB	78	29	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/42/c3616838b9df4587cafc74351740bb	-
361	36/73d1b1	3145097	fnirs_relative_analyzer	EV_008_hbc_concat.parquet	fnirs_relative_analyzer (EV_008_hbc_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:48.119	2026-02-04 11:44:48.244	2026-02-04 11:44:49.155	1s	490ms	-	57.1%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	5.3 KB	959	55	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/36/73d1b1a2e7815a8fdc9a79b866bd8d	-
357	16/b5484c	3144390	hrv_plotter	EV_008_hrv_concat.parquet	hrv_plotter (EV_008_hrv_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:47.160	2026-02-04 11:44:47.307	2026-02-04 11:44:49.155	2s	1.4s	-	146.4%	0.4%	133.4 MB	3.8 GB	133.4 MB	3.8 GB	26.1 MB	39.7 KB	3511	65	0	52 KB	53	62	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/16/b5484c6fb11a4e5ae1db318b4932e5	-
360	c1/668f2b	3144718	hrv_rel_plotter	EV_004_hrv_concat_rel.parquet	hrv_rel_plotter (EV_004_hrv_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:47.707	2026-02-04 11:44:47.805	2026-02-04 11:44:49.593	1.9s	1.5s	-	133.1%	0.4%	132.5 MB	3.8 GB	132.5 MB	3.8 GB	26.9 MB	40.5 KB	3699	64	0	52 KB	68	22	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c1/668f2bb2c10e9bb2e524a90cb1f4a0	-
359	ea/885cea	3144690	eda_plotter	EV_008_eda_concat.parquet	eda_plotter (EV_008_eda_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:44:47.555	2026-02-04 11:44:47.705	2026-02-04 11:45:08.704	21.1s	1.5s	-	125.9%	0.4%	132.1 MB	3.8 GB	132.1 MB	3.8 GB	27.2 MB	42.6 KB	3775	64	0	52 KB	64	22	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/ea/885cea3285e7d1ddd1b1a391153057	-
